id,title,description,link,price,availability,image_link,gtin,brand,shipping(country:region:price),shipping(country:region:price),shipping(country:region:price),shipping(country:region:price),shipping(country:region:price),shipping(country:region:price),shipping(country:region:price),shipping(country:region:price),shipping(country:region:price),shipping(country:region:price)
EN_B01,Pokrowiec na sofę Beddinge pikowany w pasy,"Pokrowiec jest starannie wykonany z dbałością o szczegóły. Dzięki temu możesz cieszyć się znakomitym wyglądem. Pokrycie można zdjąć i wyprać w pralce, dzięki czemu łatwo utrzymać je w czystości.",https://dagra.eu/pl/product/cover-beddinge-striped-pattern/,229,w magazynie,https://dagra.eu/de/wp-content/uploads/sites/3/B01_L32-5.jpg,,DAGRA,,,,,,,,,,
